Ano;Mês;Dia;Dia da Semana;Hora;AISP;Município;Bairro;Natureza;Idade;Sexo;Raça/Cor;Orientação Sexual
2025;abr;1;ter;22;1ª AISP - Curitiba;CURITIBA;SANTA FELICIDADE;Morte por Intervenção Legal de Agente do Estado - MILAE;40 ANOS;M;PARDA;NAO INFORMADO
2025;abr;3;qui;0;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);17 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;3;qui;0;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);17 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;3;qui;6;1ª AISP - Curitiba;CURITIBA;BOA VISTA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);47 ANOS;M;BRANCA;HETEROSSEXUAL
2025;abr;3;qui;6;1ª AISP - Curitiba;CURITIBA;BOA VISTA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);47 ANOS;M;BRANCA;HETEROSSEXUAL
2025;abr;3;qui;14;1ª AISP - Curitiba;CURITIBA;PAROLIN;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);39 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;3;qui;14;1ª AISP - Curitiba;CURITIBA;PAROLIN;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);39 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;3;qui;19;1ª AISP - Curitiba;CURITIBA;CAMPO DE SANTANA;Morte por Intervenção Legal de Agente do Estado - MILAE;23 ANOS;M;PARDA;NAO INFORMADO
2025;abr;4;sex;6;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);28 ANOS;M;PRETA;HETEROSSEXUAL
2025;abr;4;sex;6;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);28 ANOS;M;PRETA;HETEROSSEXUAL
2025;abr;5;sáb;19;1ª AISP - Curitiba;CURITIBA;TATUQUARA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);30 ANOS;M;PRETA;HETEROSSEXUAL
2025;abr;5;sáb;19;1ª AISP - Curitiba;CURITIBA;TATUQUARA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);30 ANOS;M;PRETA;HETEROSSEXUAL
2025;abr;5;sáb;21;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);23 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;5;sáb;21;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);23 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;6;dom;19;1ª AISP - Curitiba;CURITIBA;GANCHINHO;Morte por Intervenção Legal de Agente do Estado - MILAE;32 ANOS;M;PARDA;NAO INFORMADO
2025;abr;6;dom;20;1ª AISP - Curitiba;CURITIBA;BOA VISTA;Morte por Intervenção Legal de Agente do Estado - MILAE;25 ANOS;M;BRANCA;NAO INFORMADO
2025;abr;10;qui;17;1ª AISP - Curitiba;CURITIBA;BAIRRO ALTO;Morte por Intervenção Legal de Agente do Estado - MILAE;23 ANOS;M;PARDA;NAO INFORMADO
2025;abr;11;sex;9;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Morte por Intervenção Legal de Agente do Estado - MILAE;19 ANOS;M;PARDA;NAO INFORMADO
2025;abr;13;dom;20;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);63 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;13;dom;20;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);63 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;14;seg;12;1ª AISP - Curitiba;CURITIBA;CAJURU;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);23 ANOS;M;BRANCA;HETEROSSEXUAL
2025;abr;14;seg;12;1ª AISP - Curitiba;CURITIBA;CAJURU;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);23 ANOS;M;BRANCA;HETEROSSEXUAL
2025;abr;14;seg;20;1ª AISP - Curitiba;CURITIBA;SANTA CANDIDA;Morte por Intervenção Legal de Agente do Estado - MILAE;35 ANOS;M;BRANCA;NAO INFORMADO
2025;abr;16;qua;6;1ª AISP - Curitiba;CURITIBA;CAJURU;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);51 ANOS;M;BRANCA;HETEROSSEXUAL
2025;abr;16;qua;6;1ª AISP - Curitiba;CURITIBA;CAJURU;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);51 ANOS;M;BRANCA;HETEROSSEXUAL
2025;abr;17;qui;5;1ª AISP - Curitiba;CURITIBA;TATUQUARA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);36 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;17;qui;5;1ª AISP - Curitiba;CURITIBA;TATUQUARA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);36 ANOS;M;PARDA;HETEROSSEXUAL
2025;abr;17;qui;22;1ª AISP - Curitiba;CURITIBA;AGUA VERDE;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);29 ANOS;M;BRANCA;HETEROSSEXUAL
2025;abr;17;qui;22;1ª AISP - Curitiba;CURITIBA;AGUA VERDE;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);29 ANOS;M;BRANCA;HETEROSSEXUAL
2025;abr;28;seg;1;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;Morte por Intervenção Legal de Agente do Estado - MILAE;21 ANOS;;PARDA;NAO INFORMADO
2025;ago;1;sex;7;1ª AISP - Curitiba;CURITIBA;CENTRO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);33 ANOS;F;PARDA;HETEROSSEXUAL
2025;ago;1;sex;7;1ª AISP - Curitiba;CURITIBA;CENTRO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);33 ANOS;F;PARDA;HETEROSSEXUAL
2025;ago;4;seg;8;1ª AISP - Curitiba;CURITIBA;SANTA FELICIDADE;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);40 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;4;seg;8;1ª AISP - Curitiba;CURITIBA;SANTA FELICIDADE;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);40 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;5;ter;16;1ª AISP - Curitiba;CURITIBA;GUABIROTUBA;Morte por Intervenção Legal de Agente do Estado - MILAE;;M;PARDA;NAO INFORMADO
2025;ago;6;qua;10;1ª AISP - Curitiba;CURITIBA;CENTRO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);40 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;6;qua;10;1ª AISP - Curitiba;CURITIBA;CENTRO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);40 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;6;qua;16;1ª AISP - Curitiba;CURITIBA;TINGUI;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);56 ANOS;F;BRANCA;HETEROSSEXUAL
2025;ago;6;qua;16;1ª AISP - Curitiba;CURITIBA;TINGUI;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);56 ANOS;F;BRANCA;HETEROSSEXUAL
2025;ago;8;sex;1;1ª AISP - Curitiba;CURITIBA;BATEL;Morte por Intervenção Legal de Agente do Estado - MILAE;24 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;8;sex;1;1ª AISP - Curitiba;CURITIBA;BATEL;Morte por Intervenção Legal de Agente do Estado - MILAE;39 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;8;sex;1;1ª AISP - Curitiba;CURITIBA;BATEL;Morte por Intervenção Legal de Agente do Estado - MILAE;58 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;9;sáb;13;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Morte por Intervenção Legal de Agente do Estado - MILAE;50 ANOS;M;PARDA;NAO INFORMADO
2025;ago;10;dom;20;1ª AISP - Curitiba;CURITIBA;UBERABA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);35 ANOS;F;BRANCA;HETEROSSEXUAL
2025;ago;10;dom;20;1ª AISP - Curitiba;CURITIBA;UBERABA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);35 ANOS;F;BRANCA;HETEROSSEXUAL
2025;ago;13;qua;1;1ª AISP - Curitiba;CURITIBA;CAPAO RASO;Morte por Intervenção Legal de Agente do Estado - MILAE;42 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;13;qua;22;1ª AISP - Curitiba;CURITIBA;PAROLIN;Morte por Intervenção Legal de Agente do Estado - MILAE;23 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;16;sáb;0;1ª AISP - Curitiba;CURITIBA;CAJURU;Morte por Intervenção Legal de Agente do Estado - MILAE;18 ANOS;M;PARDA;NAO INFORMADO
2025;ago;16;sáb;0;1ª AISP - Curitiba;CURITIBA;CAJURU;Morte por Intervenção Legal de Agente do Estado - MILAE;21 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;20;qua;13;1ª AISP - Curitiba;CURITIBA;SAO MIGUEL;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);39 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;20;qua;13;1ª AISP - Curitiba;CURITIBA;SAO MIGUEL;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);39 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;21;qui;0;1ª AISP - Curitiba;CURITIBA;PILARZINHO;Morte por Intervenção Legal de Agente do Estado - MILAE;27 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;21;qui;23;1ª AISP - Curitiba;CURITIBA;UBERABA;Morte por Intervenção Legal de Agente do Estado - MILAE;33 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;21;qui;23;1ª AISP - Curitiba;CURITIBA;UBERABA;Morte por Intervenção Legal de Agente do Estado - MILAE;43 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;22;sex;9;1ª AISP - Curitiba;CURITIBA;CAXIMBA;Aborto;3 DIAS;M;BRANCA;NAO INFORMADO
2025;ago;22;sex;9;1ª AISP - Curitiba;CURITIBA;CAXIMBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);3 DIAS;M;BRANCA;NAO INFORMADO
2025;ago;22;sex;23;1ª AISP - Curitiba;CURITIBA;MOSSUNGUE;Morte por Intervenção Legal de Agente do Estado - MILAE;28 ANOS;M;PARDA;NAO INFORMADO
2025;ago;24;dom;1;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);51 ANOS;M;BRANCA;HETEROSSEXUAL
2025;ago;24;dom;1;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);51 ANOS;M;BRANCA;HETEROSSEXUAL
2025;ago;24;dom;12;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);50 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;24;dom;12;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);50 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;25;seg;23;1ª AISP - Curitiba;CURITIBA;LAMENHA PEQUENA;Morte por Intervenção Legal de Agente do Estado - MILAE;35 ANOS;M;PARDA;NAO INFORMADO
2025;ago;26;ter;19;1ª AISP - Curitiba;CURITIBA;CAXIMBA;Morte por Intervenção Legal de Agente do Estado - MILAE;29 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;27;qua;1;1ª AISP - Curitiba;CURITIBA;ATUBA;Morte por Intervenção Legal de Agente do Estado - MILAE;33 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;29;sex;22;1ª AISP - Curitiba;CURITIBA;CAXIMBA;Morte por Intervenção Legal de Agente do Estado - MILAE;17 ANOS;F;BRANCA;NAO INFORMADO
2025;ago;29;sex;22;1ª AISP - Curitiba;CURITIBA;CAXIMBA;Morte por Intervenção Legal de Agente do Estado - MILAE;17 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;29;sex;22;1ª AISP - Curitiba;CURITIBA;CAXIMBA;Morte por Intervenção Legal de Agente do Estado - MILAE;36 ANOS;M;BRANCA;NAO INFORMADO
2025;ago;30;sáb;18;1ª AISP - Curitiba;CURITIBA;PILARZINHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);31 ANOS;M;BRANCA;HETEROSSEXUAL
2025;ago;30;sáb;18;1ª AISP - Curitiba;CURITIBA;PILARZINHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);31 ANOS;M;BRANCA;HETEROSSEXUAL
2025;ago;31;dom;5;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);55 ANOS;M;BRANCA;HETEROSSEXUAL
2025;ago;31;dom;5;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);55 ANOS;M;BRANCA;HETEROSSEXUAL
2025;ago;31;dom;6;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);50 ANOS;M;PARDA;HETEROSSEXUAL
2025;ago;31;dom;6;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);50 ANOS;M;PARDA;HETEROSSEXUAL
2025;fev;1;sáb;7;1ª AISP - Curitiba;CURITIBA;UBERABA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);39 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;1;sáb;7;1ª AISP - Curitiba;CURITIBA;UBERABA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);39 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;1;sáb;17;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Morte por Intervenção Legal de Agente do Estado - MILAE;21 ANOS;M;PARDA;NAO INFORMADO
2025;fev;2;dom;1;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;Morte por Intervenção Legal de Agente do Estado - MILAE;32 ANOS;M;PARDA;NAO INFORMADO
2025;fev;4;ter;4;1ª AISP - Curitiba;CURITIBA;XAXIM;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);20 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;4;ter;4;1ª AISP - Curitiba;CURITIBA;XAXIM;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);20 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;5;qua;17;1ª AISP - Curitiba;CURITIBA;FANNY;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);55 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;5;qua;17;1ª AISP - Curitiba;CURITIBA;FANNY;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);55 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;5;qua;20;1ª AISP - Curitiba;CURITIBA;TATUQUARA;Morte por Intervenção Legal de Agente do Estado - MILAE;37 ANOS;M;PRETA;NAO INFORMADO
2025;fev;6;qui;3;1ª AISP - Curitiba;CURITIBA;FAZENDINHA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);33 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;6;qui;3;1ª AISP - Curitiba;CURITIBA;FAZENDINHA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);33 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;7;sex;10;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);37 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;7;sex;10;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);37 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;7;sex;19;1ª AISP - Curitiba;CURITIBA;JARDIM DAS AMERICAS;Morte por Intervenção Legal de Agente do Estado - MILAE;25 ANOS;M;BRANCA;NAO INFORMADO
2025;fev;8;sáb;23;1ª AISP - Curitiba;CURITIBA;CAJURU;Morte por Intervenção Legal de Agente do Estado - MILAE;26 ANOS;M;BRANCA;NAO INFORMADO
2025;fev;8;sáb;23;1ª AISP - Curitiba;CURITIBA;CAJURU;Morte por Intervenção Legal de Agente do Estado - MILAE;36 ANOS;M;BRANCA;NAO INFORMADO
2025;fev;9;dom;17;1ª AISP - Curitiba;CURITIBA;PAROLIN;Morte por Intervenção Legal de Agente do Estado - MILAE;24 ANOS;M;PARDA;NAO INFORMADO
2025;fev;12;qua;8;1ª AISP - Curitiba;CURITIBA;SANTA QUITERIA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);58 ANOS;M;PRETA;HETEROSSEXUAL
2025;fev;12;qua;8;1ª AISP - Curitiba;CURITIBA;SANTA QUITERIA;Maus Tratos com Resultado Morte;58 ANOS;M;PRETA;HETEROSSEXUAL
2025;fev;14;sex;1;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Morte por Intervenção Legal de Agente do Estado - MILAE;;M;BRANCA;NAO INFORMADO
2025;fev;15;sáb;7;1ª AISP - Curitiba;CURITIBA;TATUQUARA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);38 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;15;sáb;7;1ª AISP - Curitiba;CURITIBA;TATUQUARA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);38 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;15;sáb;9;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);21 ANOS;F;BRANCA;HETEROSSEXUAL
2025;fev;15;sáb;9;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);21 ANOS;F;BRANCA;HETEROSSEXUAL
2025;fev;17;seg;22;1ª AISP - Curitiba;CURITIBA;CAPAO RASO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);33 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;17;seg;22;1ª AISP - Curitiba;CURITIBA;CAPAO RASO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);33 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;18;ter;10;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;Morte por Intervenção Legal de Agente do Estado - MILAE;27 ANOS;M;NAO INFORMADO;NAO INFORMADO
2025;fev;18;ter;20;1ª AISP - Curitiba;CURITIBA;FANNY;Morte por Intervenção Legal de Agente do Estado - MILAE;26 ANOS;M;NAO INFORMADO;NAO INFORMADO
2025;fev;20;qui;0;1ª AISP - Curitiba;CURITIBA;CENTRO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);26 ANOS;F;BRANCA;HETEROSSEXUAL
2025;fev;20;qui;0;1ª AISP - Curitiba;CURITIBA;CENTRO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);26 ANOS;F;BRANCA;HETEROSSEXUAL
2025;fev;20;qui;22;1ª AISP - Curitiba;CURITIBA;UMBARA;Morte por Intervenção Legal de Agente do Estado - MILAE;52 ANOS;M;NAO INFORMADO;NAO INFORMADO
2025;fev;22;sáb;13;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);33 ANOS;F;BRANCA;HETEROSSEXUAL
2025;fev;22;sáb;13;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);33 ANOS;F;BRANCA;HETEROSSEXUAL
2025;fev;22;sáb;22;1ª AISP - Curitiba;CURITIBA;ALTO BOQUEIRAO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);30 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;22;sáb;22;1ª AISP - Curitiba;CURITIBA;ALTO BOQUEIRAO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);30 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;23;dom;19;1ª AISP - Curitiba;CURITIBA;ALTO BOQUEIRAO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);32 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;23;dom;19;1ª AISP - Curitiba;CURITIBA;ALTO BOQUEIRAO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);32 ANOS;M;BRANCA;HETEROSSEXUAL
2025;fev;24;seg;6;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);29 ANOS;M;PRETA;HETEROSSEXUAL
2025;fev;24;seg;6;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);29 ANOS;M;PRETA;HETEROSSEXUAL
2025;fev;26;qua;2;1ª AISP - Curitiba;CURITIBA;CENTRO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);25 ANOS;M;PRETA;HETEROSSEXUAL
2025;fev;26;qua;2;1ª AISP - Curitiba;CURITIBA;CENTRO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);25 ANOS;M;PRETA;HETEROSSEXUAL
2025;fev;26;qua;21;1ª AISP - Curitiba;CURITIBA;CAJURU;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);24 ANOS;F;PARDA;HETEROSSEXUAL
2025;fev;26;qua;21;1ª AISP - Curitiba;CURITIBA;CAJURU;Feminicídio;24 ANOS;F;PARDA;HETEROSSEXUAL
2025;fev;27;qui;6;1ª AISP - Curitiba;CURITIBA;UMBARA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);31 ANOS;F;PARDA;HETEROSSEXUAL
2025;fev;27;qui;6;1ª AISP - Curitiba;CURITIBA;UMBARA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);31 ANOS;F;PARDA;HETEROSSEXUAL
2025;jan;1;qua;18;1ª AISP - Curitiba;CURITIBA;NOVO MUNDO;Praticar Homicídio Culposo na Direção de Veículo;82 ANOS;M;BRANCA;NAO INFORMADO
2025;jan;4;sáb;3;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);69 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;4;sáb;3;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);69 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;5;dom;16;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);33 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;5;dom;16;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);33 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;5;dom;21;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);23 ANOS;M;PRETA;HETEROSSEXUAL
2025;jan;5;dom;21;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);23 ANOS;M;PRETA;HETEROSSEXUAL
2025;jan;9;qui;2;1ª AISP - Curitiba;CURITIBA;CAMPINA DO SIQUEIRA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);39 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;9;qui;2;1ª AISP - Curitiba;CURITIBA;CAMPINA DO SIQUEIRA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);39 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;10;sex;1;1ª AISP - Curitiba;CURITIBA;TATUQUARA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);25 ANOS;M;PARDA;HETEROSSEXUAL
2025;jan;10;sex;1;1ª AISP - Curitiba;CURITIBA;TATUQUARA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);25 ANOS;M;PARDA;HETEROSSEXUAL
2025;jan;11;sáb;10;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);48 ANOS;F;PARDA;HETEROSSEXUAL
2025;jan;11;sáb;10;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);48 ANOS;F;PARDA;HETEROSSEXUAL
2025;jan;12;dom;3;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);36 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;12;dom;3;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);36 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;12;dom;5;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);22 ANOS;M;PARDA;HETEROSSEXUAL
2025;jan;12;dom;5;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);22 ANOS;M;PARDA;HETEROSSEXUAL
2025;jan;12;dom;8;1ª AISP - Curitiba;CURITIBA;JARDIM BOTANICO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);40 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;12;dom;8;1ª AISP - Curitiba;CURITIBA;JARDIM BOTANICO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);40 ANOS;M;BRANCA;HETEROSSEXUAL
2025;jan;13;seg;0;1ª AISP - Curitiba;CURITIBA;ALTO BOQUEIRAO;Morte por Intervenção Legal de Agente do Estado - MILAE;28 ANOS;M;PARDA;NAO INFORMADO
2025;jan;13;seg;0;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);17 ANOS;F;BRANCA;HETEROSSEXUAL
