Ano;Mês;Dia;Dia da Semana;Hora;AISP;Município;Bairro;Natureza;Idade;Sexo;Raça/Cor;Orientação Sexual
2025;mar;2;dom;17;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);28 ANOS;M;PARDA;HETEROSSEXUAL
2025;mar;3;seg;10;1ª AISP - Curitiba;CURITIBA;CENTRO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);42 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;3;seg;10;1ª AISP - Curitiba;CURITIBA;CENTRO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);42 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;4;ter;9;1ª AISP - Curitiba;CURITIBA;PAROLIN;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);42 ANOS;M;PARDA;HETEROSSEXUAL
2025;mar;4;ter;9;1ª AISP - Curitiba;CURITIBA;PAROLIN;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);42 ANOS;M;PARDA;HETEROSSEXUAL
2025;mar;4;ter;14;1ª AISP - Curitiba;CURITIBA;JARDIM DAS AMERICAS;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);48 ANOS;M;BRANCA;GAY
2025;mar;4;ter;14;1ª AISP - Curitiba;CURITIBA;JARDIM DAS AMERICAS;Extorsão Mediante Sequestro com Resultado Morte;48 ANOS;M;BRANCA;GAY
2025;mar;5;qua;8;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Morte por Intervenção Legal de Agente do Estado - MILAE;34 ANOS;M;PARDA;NAO INFORMADO
2025;mar;8;sáb;2;1ª AISP - Curitiba;CURITIBA;ABRANCHES;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);36 ANOS;M;PARDA;HETEROSSEXUAL
2025;mar;8;sáb;2;1ª AISP - Curitiba;CURITIBA;ABRANCHES;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);36 ANOS;M;PARDA;HETEROSSEXUAL
2025;mar;10;seg;1;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);37 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;10;seg;1;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);37 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;12;qua;1;1ª AISP - Curitiba;CURITIBA;NOVO MUNDO;Morte por Intervenção Legal de Agente do Estado - MILAE;;M;PARDA;NAO INFORMADO
2025;mar;13;qui;2;1ª AISP - Curitiba;CURITIBA;CAJURU;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);23 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;13;qui;2;1ª AISP - Curitiba;CURITIBA;CAJURU;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);23 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;13;qui;21;1ª AISP - Curitiba;CURITIBA;CAJURU;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);17 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;13;qui;21;1ª AISP - Curitiba;CURITIBA;CAJURU;Roubo com Resultado Morte;17 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;15;sáb;10;1ª AISP - Curitiba;CURITIBA;REBOUCAS;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);54 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;15;sáb;10;1ª AISP - Curitiba;CURITIBA;REBOUCAS;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);54 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;15;sáb;20;1ª AISP - Curitiba;CURITIBA;CAXIMBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);50 ANOS;F;BRANCA;HETEROSSEXUAL
2025;mar;15;sáb;20;1ª AISP - Curitiba;CURITIBA;CAXIMBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);50 ANOS;F;BRANCA;HETEROSSEXUAL
2025;mar;16;dom;4;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Morte por Intervenção Legal de Agente do Estado - MILAE;39 ANOS;M;BRANCA;NAO INFORMADO
2025;mar;19;qua;19;1ª AISP - Curitiba;CURITIBA;UMBARA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);24 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;19;qua;19;1ª AISP - Curitiba;CURITIBA;UMBARA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);24 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;20;qui;16;1ª AISP - Curitiba;CURITIBA;PRADO VELHO;Morte por Intervenção Legal de Agente do Estado - MILAE;33 ANOS;M;NAO INFORMADO;NAO INFORMADO
2025;mar;21;sex;5;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Morte por Intervenção Legal de Agente do Estado - MILAE;34 ANOS;M;PRETA;NAO INFORMADO
2025;mar;22;sáb;10;1ª AISP - Curitiba;CURITIBA;ALTO BOQUEIRAO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);50 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;22;sáb;10;1ª AISP - Curitiba;CURITIBA;ALTO BOQUEIRAO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);50 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;26;qua;1;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);47 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;26;qua;1;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);47 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;26;qua;1;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);29 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;26;qua;1;1ª AISP - Curitiba;CURITIBA;PINHEIRINHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);29 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;28;sex;7;1ª AISP - Curitiba;CURITIBA;REBOUCAS;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);39 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;28;sex;7;1ª AISP - Curitiba;CURITIBA;REBOUCAS;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);39 ANOS;M;BRANCA;HETEROSSEXUAL
2025;mar;29;sáb;20;1ª AISP - Curitiba;CURITIBA;CRISTO REI;Morte por Intervenção Legal de Agente do Estado - MILAE;39 ANOS;M;BRANCA;NAO INFORMADO
2025;set;2;ter;12;1ª AISP - Curitiba;CURITIBA;GANCHINHO;Morte por Intervenção Legal de Agente do Estado - MILAE;23 ANOS;M;PRETA;NAO INFORMADO
2025;set;5;sex;16;1ª AISP - Curitiba;CURITIBA;GANCHINHO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);48 ANOS;M;PARDA;HETEROSSEXUAL
2025;set;5;sex;16;1ª AISP - Curitiba;CURITIBA;GANCHINHO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);48 ANOS;M;PARDA;HETEROSSEXUAL
2025;set;9;ter;0;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Morte por Intervenção Legal de Agente do Estado - MILAE;35 ANOS;M;PARDA;NAO INFORMADO
2025;set;11;qui;17;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);46 ANOS;M;BRANCA;HETEROSSEXUAL
2025;set;11;qui;17;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);46 ANOS;M;BRANCA;HETEROSSEXUAL
2025;set;17;qua;12;1ª AISP - Curitiba;CURITIBA;SANTA FELICIDADE;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);43 ANOS;F;BRANCA;HETEROSSEXUAL
2025;set;17;qua;12;1ª AISP - Curitiba;CURITIBA;SANTA FELICIDADE;Feminicídio;43 ANOS;F;BRANCA;HETEROSSEXUAL
2025;set;19;sex;20;1ª AISP - Curitiba;CURITIBA;SITIO CERCADO;Morte por Intervenção Legal de Agente do Estado - MILAE;26 ANOS;M;PARDA;NAO INFORMADO
2025;set;20;sáb;19;1ª AISP - Curitiba;CURITIBA;UBERABA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);39 ANOS;M;PARDA;HETEROSSEXUAL
2025;set;20;sáb;19;1ª AISP - Curitiba;CURITIBA;UBERABA;Lesão Corporal com Resultado Morte;39 ANOS;M;PARDA;HETEROSSEXUAL
2025;set;20;sáb;20;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);39 ANOS;M;BRANCA;BISSEXUAL
2025;set;20;sáb;20;1ª AISP - Curitiba;CURITIBA;CIDADE INDUSTRIAL DE CURITIBA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);39 ANOS;M;BRANCA;BISSEXUAL
2025;set;20;sáb;22;1ª AISP - Curitiba;CURITIBA;GUAIRA;Morte por Intervenção Legal de Agente do Estado - MILAE;27 ANOS;M;PRETA;NAO INFORMADO
2025;set;23;ter;6;1ª AISP - Curitiba;CURITIBA;FANNY;Morte por Intervenção Legal de Agente do Estado - MILAE;32 ANOS;M;BRANCA;NAO INFORMADO
2025;set;23;ter;14;1ª AISP - Curitiba;CURITIBA;GUAIRA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);;M;NAO INFORMADO;NAO INFORMADO
2025;set;23;ter;14;1ª AISP - Curitiba;CURITIBA;GUAIRA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);;M;NAO INFORMADO;NAO INFORMADO
2025;set;23;ter;20;1ª AISP - Curitiba;CURITIBA;CAPAO RASO;Morte por Intervenção Legal de Agente do Estado - MILAE;;M;BRANCA;NAO INFORMADO
2025;set;24;qua;15;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);31 ANOS;M;BRANCA;HETEROSSEXUAL
2025;set;24;qua;15;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);31 ANOS;M;BRANCA;HETEROSSEXUAL
2025;set;24;qua;22;1ª AISP - Curitiba;CURITIBA;CAMPO DE SANTANA;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);35 ANOS;M;PARDA;HETEROSSEXUAL
2025;set;24;qua;22;1ª AISP - Curitiba;CURITIBA;CAMPO DE SANTANA;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);35 ANOS;M;PARDA;HETEROSSEXUAL
2025;set;25;qui;22;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;Morte por Intervenção Legal de Agente do Estado - MILAE;;M;PARDA;NAO INFORMADO
2025;set;25;qui;22;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;Morte por Intervenção Legal de Agente do Estado - MILAE;40 ANOS;M;BRANCA;NAO INFORMADO
2025;set;26;sex;20;1ª AISP - Curitiba;CURITIBA;CENTRO;CRIMES VIOLENTOS LETAIS INTENCIONAIS (CVLI);51 ANOS;M;BRANCA;HETEROSSEXUAL
2025;set;26;sex;20;1ª AISP - Curitiba;CURITIBA;CENTRO;Homicídio Doloso (homicídio simples e qualificado e homicídio doloso no trânsito);51 ANOS;M;BRANCA;HETEROSSEXUAL
2025;set;26;sex;23;1ª AISP - Curitiba;CURITIBA;BOQUEIRAO;Morte por Intervenção Legal de Agente do Estado - MILAE;11 ANOS;M;BRANCA;NAO INFORMADO
